"arc_length","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask"
0.0304,1,1.42603e-05,0,1.62258e-06,42.786,0.500923,-0.5,0.0304,0,-0.135504,-0.271008,2.23116e-10,1.261e-10,2.68534e-15,1.47789e-10,1.47788e-10,2.81062e-13,0,0,0,0,0,0.000610132,1.06353,1.06353,-0.0015622,0,0,0.0304,,1,2.82374e-05,0,1.62258e-06,58.3863,0.15305,-0.15,0.0304,0,-0.187272,-0.374543,6.58428e-10,4.08665e-11,3.71651e-14,5.25687e-11,5.25687e-11,-2.39202e-14,0,0,0,0,0,0.00166464,1.0699,1.0699,-0.000771892,0,0,0.0304,,1,3.81575e-05,0,1.62258e-06,61.7741,0.0304,0,0.0304,0,-0.206295,-0.41259,1.52527e-10,9.59979e-12,1.44644e-14,1.30601e-11,1.30598e-11,-9.75707e-14,0,0,0,0,0,0.00265364,1.05496,1.05496,-0.00143184,0,0,0.0304,
0.03044,1,1.42629e-05,0,1.62258e-06,42.8218,0.500926,-0.5,0.03044,0,-0.135504,-0.271008,2.26973e-10,1.26085e-10,2.73556e-15,1.47774e-10,1.47774e-10,2.77736e-13,0,0,0,0,0,0.000610749,1.06352,1.06351,-0.00156782,0,0,0.03044,,1,2.84611e-05,0,1.62258e-06,58.7685,0.153057,-0.15,0.03044,0,-0.187272,-0.374544,6.6039e-10,4.08509e-11,3.76649e-14,5.25158e-11,5.25158e-11,-2.47864e-14,0,0,0,0,0,0.00168674,1.06925,1.06925,-0.000769299,0,0,0.03044,,1,3.83261e-05,0,1.62258e-06,62.0288,0.03044,0,0.03044,0,-0.206294,-0.412587,1.53185e-10,9.61808e-12,1.46134e-14,1.30761e-11,1.30757e-11,-9.81878e-14,0,0,0,0,0,0.00267949,1.05416,1.05416,-0.00142511,0,0,0.03044,
0.03048,1,1.42655e-05,0,1.62258e-06,42.8577,0.500928,-0.5,0.03048,0,-0.135504,-0.271009,2.3083e-10,1.2607e-10,2.78579e-15,1.4776e-10,1.4776e-10,2.74409e-13,0,0,0,0,0,0.000611366,1.0635,1.0635,-0.00157343,0,0,0.03048,,1,2.86848e-05,0,1.62258e-06,59.1506,0.153065,-0.15,0.03048,0,-0.187272,-0.374544,6.62353e-10,4.08354e-11,3.81646e-14,5.2463e-11,5.2463e-11,-2.56525e-14,0,0,0,0,0,0.00170883,1.06861,1.06861,-0.000766706,0,0,0.03048,,1,3.84946e-05,0,1.62258e-06,62.2835,0.03048,0,0.03048,0,-0.206292,-0.412584,1.53843e-10,9.63638e-12,1.47624e-14,1.30921e-11,1.30917e-11,-9.8805e-14,0,0,0,0,0,0.00270534,1.05335,1.05335,-0.00141838,0,0,0.03048,
0.03052,1,1.42743e-05,0,1.62258e-06,42.9659,0.500931,-0.5,0.03052,0,-0.135504,-0.271009,2.42495e-10,1.26053e-10,2.94481e-15,1.47736e-10,1.47736e-10,2.71028e-13,0,0,0,0,0,0.000613314,1.06344,1.06343,-0.00157824,0,0,0.03052,,1,2.88261e-05,0,1.62258e-06,59.5158,0.153073,-0.15,0.03052,0,-0.187272,-0.374544,6.63839e-10,4.08182e-11,3.86709e-14,5.24006e-11,5.24006e-11,-2.62621e-14,0,0,0,0,0,0.00173601,1.06778,1.06778,-0.000762759,0,0,0.03052,,1,3.86827e-05,0,1.62258e-06,62.5681,0.03052,0,0.03052,0,-0.206291,-0.412582,1.54751e-10,9.6503e-12,1.49219e-14,1.30999e-11,1.30995e-11,-9.90249e-14,0,0,0,0,0,0.00273358,1.05242,1.05242,-0.00141117,0,0,0.03052,
0.03056,1,1.42836e-05,0,1.62258e-06,43.08,0.500933,-0.5,0.03056,0,-0.135505,-0.271009,2.54793e-10,1.26036e-10,3.11266e-15,1.47711e-10,1.47711e-10,2.67643e-13,0,0,0,0,0,0.00061537,1.06337,1.06337,-0.00158299,0,0,0.03056,,1,2.89607e-05,0,1.62258e-06,59.8795,0.153081,-0.15,0.03056,0,-0.187272,-0.374544,6.65287e-10,4.08009e-11,3.91776e-14,5.23375e-11,5.23375e-11,-2.68509e-14,0,0,0,0,0,0.00176361,1.06693,1.06693,-0.000758702,0,0,0.03056,,1,3.88724e-05,0,1.62258e-06,62.855,0.03056,0,0.03056,0,-0.20629,-0.41258,1.55679e-10,9.66388e-12,1.50822e-14,1.3107e-11,1.31066e-11,-9.92125e-14,0,0,0,0,0,0.00276201,1.05148,1.05148,-0.00140391,0,0,0.03056,
0.0306,1,1.42929e-05,0,1.62258e-06,43.1941,0.500935,-0.5,0.0306,0,-0.135505,-0.271009,2.67092e-10,1.26019e-10,3.28051e-15,1.47686e-10,1.47686e-10,2.64257e-13,0,0,0,0,0,0.000617425,1.0633,1.0633,-0.00158774,0,0,0.0306,,1,2.90954e-05,0,1.62258e-06,60.2433,0.153089,-0.15,0.0306,0,-0.187272,-0.374545,6.66734e-10,4.07835e-11,3.96844e-14,5.22745e-11,5.22744e-11,-2.74397e-14,0,0,0,0,0,0.0017912,1.06608,1.06608,-0.000754645,0,0,0.0306,,1,3.9062e-05,0,1.62258e-06,63.142,0.0306,0,0.0306,0,-0.206289,-0.412577,1.56606e-10,9.67745e-12,1.52425e-14,1.31141e-11,1.31138e-11,-9.94002e-14,0,0,0,0,0,0.00279044,1.05054,1.05054,-0.00139666,0,0,0.0306,
0.03064,1,1.43022e-05,0,1.62258e-06,43.3082,0.500938,-0.5,0.03064,0,-0.135505,-0.27101,2.79391e-10,1.26002e-10,3.44837e-15,1.47662e-10,1.47661e-10,2.60872e-13,0,0,0,0,0,0.000619481,1.06324,1.06323,-0.00159249,0,0,0.03064,,1,2.923e-05,0,1.62258e-06,60.607,0.153097,-0.15,0.03064,0,-0.187272,-0.374545,6.68182e-10,4.07662e-11,4.01912e-14,5.22114e-11,5.22114e-11,-2.80285e-14,0,0,0,0,0,0.0018188,1.06524,1.06524,-0.000750588,0,0,0.03064,,1,3.92517e-05,0,1.62258e-06,63.429,0.03064,0,0.03064,0,-0.206288,-0.412575,1.57534e-10,9.69102e-12,1.54029e-14,1.31213e-11,1.31209e-11,-9.95878e-14,0,0,0,0,0,0.00281887,1.0496,1.04959,-0.0013894,0,0,0.03064,
0.03068,1,1.43116e-05,0,1.62258e-06,43.4222,0.50094,-0.5,0.03068,0,-0.135505,-0.27101,2.9169e-10,1.25986e-10,3.61622e-15,1.47637e-10,1.47636e-10,2.57486e-13,0,0,0,0,0,0.000621537,1.06317,1.06317,-0.00159724,0,0,0.03068,,1,2.93646e-05,0,1.62258e-06,60.9708,0.153105,-0.15,0.03068,0,-0.187273,-0.374545,6.69629e-10,4.07489e-11,4.0698e-14,5.21483e-11,5.21483e-11,-2.86173e-14,0,0,0,0,0,0.00184639,1.06439,1.06439,-0.00074653,0,0,0.03068,,1,3.94414e-05,0,1.62258e-06,63.716,0.03068,0,0.03068,0,-0.206286,-0.412573,1.58462e-10,9.7046e-12,1.55632e-14,1.31284e-11,1.3128e-11,-9.97755e-14,0,0,0,0,0,0.00284729,1.04865,1.04865,-0.00138215,0,0,0.03068,
0.03072,1,1.43209e-05,0,1.62258e-06,43.5363,0.500943,-0.5,0.03072,0,-0.135505,-0.27101,3.03988e-10,1.25969e-10,3.78407e-15,1.47612e-10,1.47612e-10,2.54101e-13,0,0,0,0,0,0.000623593,1.0631,1.0631,-0.00160199,0,0,0.03072,,1,2.94992e-05,0,1.62258e-06,61.3345,0.153113,-0.15,0.03072,0,-0.187273,-0.374545,6.71077e-10,4.07316e-11,4.12047e-14,5.20852e-11,5.20852e-11,-2.92061e-14,0,0,0,0,0,0.00187398,1.06355,1.06355,-0.000742474,0,0,0.03072,,1,3.9631e-05,0,1.62258e-06,64.0029,0.03072,0,0.03072,0,-0.206285,-0.412571,1.59389e-10,9.71817e-12,1.57236e-14,1.31356e-11,1.31352e-11,-9.99631e-14,0,0,0,0,0,0.00287572,1.04771,1.04771,-0.0013749,0,0,0.03072,
0.03076,1,1.43302e-05,0,1.62258e-06,43.6504,0.500945,-0.5,0.03076,0,-0.135505,-0.27101,3.16287e-10,1.25952e-10,3.95192e-15,1.47587e-10,1.47587e-10,2.50716e-13,0,0,0,0,0,0.000625649,1.06303,1.06303,-0.00160673,0,0,0.03076,,1,2.96338e-05,0,1.62258e-06,61.6983,0.153121,-0.15,0.03076,0,-0.187273,-0.374545,6.72524e-10,4.07143e-11,4.17115e-14,5.20221e-11,5.20221e-11,-2.97949e-14,0,0,0,0,0,0.00190158,1.0627,1.0627,-0.000738417,0,0,0.03076,,1,3.98207e-05,0,1.62258e-06,64.2899,0.03076,0,0.03076,0,-0.206284,-0.412568,1.60317e-10,9.73174e-12,1.58839e-14,1.31427e-11,1.31423e-11,-1.00151e-13,0,0,0,0,0,0.00290415,1.04677,1.04677,-0.00136764,0,0,0.03076,
0.0308,1,1.43395e-05,0,1.62258e-06,43.7645,0.500948,-0.5,0.0308,0,-0.135505,-0.271011,3.28586e-10,1.25935e-10,4.11977e-15,1.47562e-10,1.47562e-10,2.4733e-13,0,0,0,0,0,0.000627705,1.06297,1.06297,-0.00161148,0,0,0.0308,,1,2.97684e-05,0,1.62258e-06,62.062,0.153129,-0.15,0.0308,0,-0.187273,-0.374546,6.73972e-10,4.06969e-11,4.22183e-14,5.1959e-11,5.1959e-11,-3.03836e-14,0,0,0,0,0,0.00192917,1.06185,1.06185,-0.000734359,0,0,0.0308,,1,4.00103e-05,0,1.62258e-06,64.5769,0.0308,0,0.0308,0,-0.206283,-0.412566,1.61245e-10,9.74532e-12,1.60443e-14,1.31498e-11,1.31495e-11,-1.00338e-13,0,0,0,0,0,0.00293258,1.04583,1.04583,-0.00136039,0,0,0.0308,
0.03084,1,1.43489e-05,0,1.62258e-06,43.8786,0.50095,-0.5,0.03084,0,-0.135505,-0.271011,3.40885e-10,1.25918e-10,4.28763e-15,1.47537e-10,1.47537e-10,2.43945e-13,0,0,0,0,0,0.000629761,1.0629,1.0629,-0.00161623,0,0,0.03084,,1,2.9903e-05,0,1.62258e-06,62.4258,0.153138,-0.15,0.03084,0,-0.187273,-0.374546,6.75419e-10,4.06796e-11,4.27251e-14,5.18959e-11,5.18959e-11,-3.09724e-14,0,0,0,0,0,0.00195676,1.06101,1.06101,-0.000730302,0,0,0.03084,,1,4.02e-05,0,1.62258e-06,64.8639,0.03084,0,0.03084,0,-0.206282,-0.412564,1.62173e-10,9.75889e-12,1.62046e-14,1.3157e-11,1.31566e-11,-1.00526e-13,0,0,0,0,0,0.00296101,1.04489,1.04489,-0.00135313,0,0,0.03084,
0.03088,1,1.43582e-05,0,1.62258e-06,43.9927,0.500953,-0.5,0.03088,0,-0.135506,-0.271011,3.53184e-10,1.25901e-10,4.45548e-15,1.47512e-10,1.47512e-10,2.40559e-13,0,0,0,0,0,0.000631817,1.06283,1.06283,-0.00162098,0,0,0.03088,,1,3.00376e-05,0,1.62258e-06,62.7895,0.153146,-0.15,0.03088,0,-0.187273,-0.374546,6.76867e-10,4.06623e-11,4.32318e-14,5.18328e-11,5.18328e-11,-3.15612e-14,0,0,0,0,0,0.00198436,1.06016,1.06016,-0.000726245,0,0,0.03088,,1,4.03897e-05,0,1.62258e-06,65.1508,0.03088,0,0.03088,0,-0.206281,-0.412562,1.631e-10,9.77246e-12,1.63649e-14,1.31641e-11,1.31637e-11,-1.00714e-13,0,0,0,0,0,0.00298944,1.04394,1.04394,-0.00134588,0,0,0.03088,
0.03092,1,1.43675e-05,0,1.62258e-06,44.1068,0.500955,-0.5,0.03092,0,-0.135506,-0.271011,3.65483e-10,1.25885e-10,4.62333e-15,1.47487e-10,1.47487e-10,2.37174e-13,0,0,0,0,0,0.000633873,1.06277,1.06277,-0.00162573,0,0,0.03092,,1,3.01723e-05,0,1.62258e-06,63.1533,0.153154,-0.15,0.03092,0,-0.187273,-0.374546,6.78315e-10,4.0645e-11,4.37386e-14,5.17697e-11,5.17697e-11,-3.215e-14,0,0,0,0,0,0.00201195,1.05931,1.05931,-0.000722188,0,0,0.03092,,1,4.05794e-05,0,1.62258e-06,65.4378,0.03092,0,0.03092,0,-0.20628,-0.412559,1.64028e-10,9.78604e-12,1.65253e-14,1.31713e-11,1.31709e-11,-1.00901e-13,0,0,0,0,0,0.00301787,1.043,1.043,-0.00133862,0,0,0.03092,
0.03096,1,1.43768e-05,0,1.62258e-06,44.2209,0.500958,-0.5,0.03096,0,-0.135506,-0.271012,3.77781e-10,1.25868e-10,4.79118e-15,1.47462e-10,1.47462e-10,2.33788e-13,0,0,0,0,0,0.000635929,1.0627,1.0627,-0.00163048,0,0,0.03096,,1,3.03069e-05,0,1.62258e-06,63.517,0.153162,-0.15,0.03096,0,-0.187273,-0.374546,6.79762e-10,4.06277e-11,4.42454e-14,5.17066e-11,5.17066e-11,-3.27388e-14,0,0,0,0,0,0.00203955,1.05847,1.05847,-0.000718131,0,0,0.03096,,1,4.0769e-05,0,1.62258e-06,65.7248,0.03096,0,0.03096,0,-0.206279,-0.412557,1.64956e-10,9.79961e-12,1.66856e-14,1.31784e-11,1.3178e-11,-1.01089e-13,0,0,0,0,0,0.0030463,1.04206,1.04206,-0.00133137,0,0,0.03096,
0.031,1,1.43861e-05,0,1.62258e-06,44.335,0.50096,-0.5,0.031,0,-0.135506,-0.271012,3.9008e-10,1.25851e-10,4.95903e-15,1.47437e-10,1.47437e-10,2.30403e-13,0,0,0,0,0,0.000637985,1.06263,1.06263,-0.00163522,0,0,0.031,,1,3.04415e-05,0,1.62258e-06,63.8808,0.15317,-0.15,0.031,0,-0.187273,-0.374546,6.8121e-10,4.06104e-11,4.47521e-14,5.16435e-11,5.16435e-11,-3.33276e-14,0,0,0,0,0,0.00206714,1.05762,1.05762,-0.000714074,0,0,0.031,,1,4.09587e-05,0,1.62258e-06,66.0117,0.031,0,0.031,0,-0.206277,-0.412555,1.65883e-10,9.81318e-12,1.6846e-14,1.31855e-11,1.31852e-11,-1.01277e-13,0,0,0,0,0,0.00307472,1.04112,1.04112,-0.00132411,0,0,0.031,
0.03104,1,1.43955e-05,0,1.62258e-06,44.4491,0.500963,-0.5,0.03104,0,-0.135506,-0.271012,4.02379e-10,1.25834e-10,5.12689e-15,1.47413e-10,1.47412e-10,2.27017e-13,0,0,0,0,0,0.000640041,1.06257,1.06257,-0.00163997,0,0,0.03104,,1,3.05761e-05,0,1.62258e-06,64.2445,0.153178,-0.15,0.03104,0,-0.187273,-0.374547,6.82657e-10,4.0593e-11,4.52589e-14,5.15804e-11,5.15804e-11,-3.39164e-14,0,0,0,0,0,0.00209473,1.05677,1.05677,-0.000710017,0,0,0.03104,,1,4.11483e-05,0,1.62258e-06,66.2987,0.03104,0,0.03104,0,-0.206276,-0.412553,1.66811e-10,9.82676e-12,1.70063e-14,1.31927e-11,1.31923e-11,-1.01464e-13,0,0,0,0,0,0.00310315,1.04018,1.04018,-0.00131686,0,0,0.03104,
0.03108,1,1.44048e-05,0,1.62258e-06,44.5632,0.500965,-0.5,0.03108,0,-0.135506,-0.271012,4.14677e-10,1.25817e-10,5.29474e-15,1.47388e-10,1.47387e-10,2.23632e-13,0,0,0,0,0,0.000642097,1.0625,1.0625,-0.00164472,0,0,0.03108,,1,3.07107e-05,0,1.62258e-06,64.6083,0.153186,-0.15,0.03108,0,-0.187273,-0.374547,6.84105e-10,4.05757e-11,4.57657e-14,5.15173e-11,5.15173e-11,-3.45052e-14,0,0,0,0,0,0.00212233,1.05593,1.05593,-0.00070596,0,0,0.03108,,1,4.1338e-05,0,1.62258e-06,66.5857,0.03108,0,0.03108,0,-0.206275,-0.41255,1.67739e-10,9.84033e-12,1.71667e-14,1.31998e-11,1.31994e-11,-1.01652e-13,0,0,0,0,0,0.00313158,1.03924,1.03924,-0.00130961,0,0,0.03108,
0.03112,1,1.44141e-05,0,1.62258e-06,44.6773,0.500968,-0.5,0.03112,0,-0.135506,-0.271013,4.26976e-10,1.258e-10,5.46259e-15,1.47363e-10,1.47363e-10,2.20246e-13,0,0,0,0,0,0.000644153,1.06243,1.06243,-0.00164947,0,0,0.03112,,1,3.08453e-05,0,1.62258e-06,64.972,0.153194,-0.15,0.03112,0,-0.187274,-0.374547,6.85552e-10,4.05584e-11,4.62725e-14,5.14543e-11,5.14542e-11,-3.5094e-14,0,0,0,0,0,0.00214992,1.05508,1.05508,-0.000701903,0,0,0.03112,,1,4.15277e-05,0,1.62258e-06,66.8727,0.03112,0,0.03112,0,-0.206274,-0.412548,1.68667e-10,9.85391e-12,1.7327e-14,1.3207e-11,1.32066e-11,-1.0184e-13,0,0,0,0,0,0.00316001,1.03829,1.03829,-0.00130235,0,0,0.03112,
0.03116,1,1.44234e-05,0,1.62258e-06,44.7914,0.50097,-0.5,0.03116,0,-0.135506,-0.271013,4.39275e-10,1.25784e-10,5.63045e-15,1.47338e-10,1.47338e-10,2.16861e-13,0,0,0,0,0,0.000646208,1.06237,1.06237,-0.00165422,0,0,0.03116,,1,3.09799e-05,0,1.62258e-06,65.3358,0.153202,-0.15,0.03116,0,-0.187274,-0.374547,6.87e-10,4.05411e-11,4.67793e-14,5.13912e-11,5.13912e-11,-3.56828e-14,0,0,0,0,0,0.00217752,1.05424,1.05424,-0.000697846,0,0,0.03116,,1,4.17173e-05,0,1.62258e-06,67.1596,0.03116,0,0.03116,0,-0.206273,-0.412546,1.69594e-10,9.86748e-12,1.74873e-14,1.32141e-11,1.32137e-11,-1.02027e-13,0,0,0,0,0,0.00318844,1.03735,1.03735,-0.0012951,0,0,0.03116,
0.0312,1,1.44328e-05,0,1.62258e-06,44.9055,0.500973,-0.5,0.0312,0,-0.135507,-0.271013,4.51573e-10,1.25767e-10,5.79829e-15,1.47313e-10,1.47313e-10,2.13475e-13,0,0,0,0,0,0.000648264,1.0623,1.0623,-0.00165897,0,0,0.0312,,1,3.11145e-05,0,1.62258e-06,65.6995,0.15321,-0.15,0.0312,0,-0.187274,-0.374547,6.88447e-10,4.05238e-11,4.7286e-14,5.13281e-11,5.13281e-11,-3.62716e-14,0,0,0,0,0,0.00220511,1.05339,1.05339,-0.000693789,0,0,0.0312,,1,4.1907e-05,0,1.62258e-06,67.4466,0.0312,0,0.0312,0,-0.206272,-0.412543,1.70522e-10,9.88105e-12,1.76477e-14,1.32213e-11,1.32209e-11,-1.02215e-13,0,0,0,0,0,0.00321687,1.03641,1.03641,-0.00128784,0,0,0.0312,
0.03124,1,1.44421e-05,0,1.62258e-06,45.0196,0.500975,-0.5,0.03124,0,-0.135507,-0.271013,4.63872e-10,1.2575e-10,5.96614e-15,1.47288e-10,1.47288e-10,2.1009e-13,0,0,0,0,0,0.00065032,1.06223,1.06223,-0.00166371,0,0,0.03124,,1,3.12491e-05,0,1.62258e-06,66.0632,0.153219,-0.15,0.03124,0,-0.187274,-0.374548,6.89895e-10,4.05065e-11,4.77928e-14,5.1265e-11,5.1265e-11,-3.68604e-14,0,0,0,0,0,0.0022327,1.05254,1.05254,-0.000689732,0,0,0.03124,,1,4.20967e-05,0,1.62258e-06,67.7336,0.03124,0,0.03124,0,-0.206271,-0.412541,1.7145e-10,9.89463e-12,1.7808e-14,1.32284e-11,1.3228e-11,-1.02403e-13,0,0,0,0,0,0.0032453,1.03547,1.03547,-0.00128059,0,0,0.03124,
0.03128,1,1.44514e-05,0,1.62258e-06,45.1336,0.500977,-0.5,0.03128,0,-0.135507,-0.271014,4.76171e-10,1.25733e-10,6.134e-15,1.47263e-10,1.47263e-10,2.06704e-13,0,0,0,0,0,0.000652376,1.06217,1.06216,-0.00166846,0,0,0.03128,,1,3.13838e-05,0,1.62258e-06,66.427,0.153227,-0.15,0.03128,0,-0.187274,-0.374548,6.91342e-10,4.04892e-11,4.82996e-14,5.12019e-11,5.12019e-11,-3.74492e-14,0,0,0,0,0,0.0022603,1.0517,1.0517,-0.000685675,0,0,0.03128,,1,4.22863e-05,0,1.62258e-06,68.0205,0.03128,0,0.03128,0,-0.206269,-0.412539,1.72377e-10,9.9082e-12,1.79684e-14,1.32355e-11,1.32351e-11,-1.0259e-13,0,0,0,0,0,0.00327373,1.03453,1.03453,-0.00127333,0,0,0.03128,
0.03132,1,1.44607e-05,0,1.62258e-06,45.2477,0.50098,-0.5,0.03132,0,-0.135507,-0.271014,4.88469e-10,1.25716e-10,6.30184e-15,1.47238e-10,1.47238e-10,2.03319e-13,0,0,0,0,0,0.000654432,1.0621,1.0621,-0.00167321,0,0,0.03132,,1,3.15184e-05,0,1.62258e-06,66.7907,0.153235,-0.15,0.03132,0,-0.187274,-0.374548,6.9279e-10,4.04718e-11,4.88063e-14,5.11388e-11,5.11388e-11,-3.80379e-14,0,0,0,0,0,0.00228789,1.05085,1.05085,-0.000681618,0,0,0.03132,,1,4.2476e-05,0,1.62258e-06,68.3075,0.03132,0,0.03132,0,-0.206268,-0.412537,1.73305e-10,9.92177e-12,1.81287e-14,1.32427e-11,1.32423e-11,-1.02778e-13,0,0,0,0,0,0.00330216,1.03359,1.03359,-0.00126608,0,0,0.03132,
0.03136,1,1.447e-05,0,1.62258e-06,45.3618,0.500982,-0.5,0.03136,0,-0.135507,-0.271014,5.00769e-10,1.25699e-10,6.4697e-15,1.47213e-10,1.47213e-10,1.99933e-13,0,0,0,0,0,0.000656488,1.06203,1.06203,-0.00167796,0,0,0.03136,,1,3.1653e-05,0,1.62258e-06,67.1545,0.153243,-0.15,0.03136,0,-0.187274,-0.374548,6.94238e-10,4.04545e-11,4.93131e-14,5.10757e-11,5.10757e-11,-3.86267e-14,0,0,0,0,0,0.00231548,1.05,1.05,-0.000677561,0,0,0.03136,,1,4.26657e-05,0,1.62258e-06,68.5945,0.03136,0,0.03136,0,-0.206267,-0.412534,1.74233e-10,9.93535e-12,1.82891e-14,1.32498e-11,1.32494e-11,-1.02965e-13,0,0,0,0,0,0.00333059,1.03264,1.03264,-0.00125882,0,0,0.03136,
0.0314,1,1.44794e-05,0,1.62258e-06,45.4759,0.500985,-0.5,0.0314,0,-0.135507,-0.271015,5.13067e-10,1.25683e-10,6.63755e-15,1.47188e-10,1.47188e-10,1.96548e-13,0,0,0,0,0,0.000658544,1.06197,1.06196,-0.00168271,0,0,0.0314,,1,3.17876e-05,0,1.62258e-06,67.5182,0.153251,-0.15,0.0314,0,-0.187274,-0.374548,6.95685e-10,4.04372e-11,4.98199e-14,5.10126e-11,5.10126e-11,-3.92155e-14,0,0,0,0,0,0.00234308,1.04916,1.04916,-0.000673504,0,0,0.0314,,1,4.28553e-05,0,1.62258e-06,68.8814,0.0314,0,0.0314,0,-0.206266,-0.412532,1.75161e-10,9.94892e-12,1.84494e-14,1.3257e-11,1.32566e-11,-1.03153e-13,0,0,0,0,0,0.00335901,1.0317,1.0317,-0.00125157,0,0,0.0314,
0.03144,1,1.44887e-05,0,1.62258e-06,45.59,0.500987,-0.5,0.03144,0,-0.135507,-0.271015,5.25367e-10,1.25666e-10,6.80541e-15,1.47164e-10,1.47163e-10,1.93162e-13,0,0,0,0,0,0.0006606,1.0619,1.0619,-0.00168746,0,0,0.03144,,1,3.19222e-05,0,1.62258e-06,67.882,0.15326,-0.15,0.03144,0,-0.187274,-0.374548,6.97133e-10,4.04199e-11,5.03267e-14,5.09495e-11,5.09495e-11,-3.98043e-14,0,0,0,0,0,0.00237067,1.04831,1.04831,-0.000669447,0,0,0.03144,,1,4.3045e-05,0,1.62258e-06,69.1684,0.03144,0,0.03144,0,-0.206265,-0.41253,1.76088e-10,9.96249e-12,1.86097e-14,1.32641e-11,1.32637e-11,-1.03341e-13,0,0,0,0,0,0.00338744,1.03076,1.03076,-0.00124432,0,0,0.03144,
0.03148,1,1.4498e-05,0,1.62258e-06,45.7041,0.50099,-0.5,0.03148,0,-0.135508,-0.271015,5.37665e-10,1.25649e-10,6.97326e-15,1.47139e-10,1.47139e-10,1.89777e-13,0,0,0,0,0,0.000662656,1.06183,1.06183,-0.00169221,0,0,0.03148,,1,3.20568e-05,0,1.62258e-06,68.2457,0.153268,-0.15,0.03148,0,-0.187274,-0.374549,6.9858e-10,4.04026e-11,5.08334e-14,5.08864e-11,5.08864e-11,-4.03931e-14,0,0,0,0,0,0.00239826,1.04746,1.04746,-0.00066539,0,0,0.03148,,1,4.32347e-05,0,1.62258e-06,69.4554,0.03148,0,0.03148,0,-0.206264,-0.412528,1.77016e-10,9.97607e-12,1.87701e-14,1.32712e-11,1.32708e-11,-1.03528e-13,0,0,0,0,0,0.00341587,1.02982,1.02982,-0.00123706,0,0,0.03148,
0.03152,1,1.45073e-05,0,1.62258e-06,45.8182,0.500993,-0.5,0.03152,0,-0.135508,-0.271015,5.49964e-10,1.25632e-10,7.14112e-15,1.47114e-10,1.47114e-10,1.86391e-13,0,0,0,0,0,0.000664712,1.06177,1.06176,-0.00169695,0,0,0.03152,,1,3.21914e-05,0,1.62258e-06,68.6095,0.153276,-0.15,0.03152,0,-0.187274,-0.374549,7.00028e-10,4.03852e-11,5.13402e-14,5.08233e-11,5.08233e-11,-4.09819e-14,0,0,0,0,0,0.00242586,1.04662,1.04662,-0.000661332,0,0,0.03152,,1,4.34243e-05,0,1.62258e-06,69.7424,0.03152,0,0.03152,0,-0.206263,-0.412525,1.77944e-10,9.98964e-12,1.89304e-14,1.32784e-11,1.3278e-11,-1.03716e-13,0,0,0,0,0,0.0034443,1.02888,1.02888,-0.00122981,0,0,0.03152,
