"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,4.518e-05,0,1.6226e-06,79.249,0.012514,0.025028,-1.2561e-07,5.6963e-11,7.6513e-11,3.075e-09,-2.8242e-11,0,0,0,0,0.003557,0.48148,-0.00012126,0,0,1,0.0034017,1,-0.023298,0
1,4.6432e-05,0,1.6226e-06,77.387,0.012514,0.025028,-1.2167e-07,5.697e-11,7.757e-11,3.0651e-09,-2.8931e-11,0,0,0,0,0.0035723,0.48291,-0.00012629,0,0,1,0.0034684,1,-0.023232,0
1,4.7685e-05,0,1.6226e-06,75.525,0.012513,0.025027,-1.1772e-07,5.6976e-11,7.8627e-11,3.0553e-09,-2.9621e-11,0,0,0,0,0.0035877,0.48435,-0.00013131,0,0,1,0.0035351,1,-0.023165,0
1,4.8938e-05,0,1.6226e-06,73.663,0.012513,0.025026,-1.1377e-07,5.6982e-11,7.9684e-11,3.0454e-09,-3.031e-11,0,0,0,0,0.003603,0.48578,-0.00013634,0,0,1,0.0036018,1,-0.023098,0
1,5.0224e-05,0,1.6226e-06,72.224,0.012513,0.025025,-1.1031e-07,5.6988e-11,8.0713e-11,3.0368e-09,-3.0989e-11,0,0,0,0,0.0036177,0.48703,-0.00014171,0,0,1,0.0036685,1,-0.023031,0
1,5.1514e-05,0,1.6226e-06,70.845,0.012512,0.025025,-1.0692e-07,5.6995e-11,8.1738e-11,3.0283e-09,-3.1667e-11,0,0,0,0,0.0036324,0.48825,-0.00014713,0,0,1,0.0037352,1,-0.022965,0
1,5.2805e-05,0,1.6226e-06,69.465,0.012512,0.025024,-1.0353e-07,5.7002e-11,8.2763e-11,3.0198e-09,-3.2345e-11,0,0,0,0,0.0036471,0.48947,-0.00015254,0,0,1,0.0038019,1,-0.022898,0
1,5.4096e-05,0,1.6226e-06,68.085,0.012512,0.025023,-1.0014e-07,5.7008e-11,8.3788e-11,3.0113e-09,-3.3023e-11,0,0,0,0,0.0036617,0.49069,-0.00015796,0,0,1,0.0038686,1,-0.022831,0
1,5.5386e-05,0,1.6226e-06,66.705,0.012511,0.025023,-9.6745e-08,5.7015e-11,8.4814e-11,3.0028e-09,-3.3702e-11,0,0,0,0,0.0036764,0.4919,-0.00016338,0,0,1,0.0039353,1,-0.022765,0
1,5.6677e-05,0,1.6226e-06,65.325,0.012511,0.025022,-9.3352e-08,5.7022e-11,8.5839e-11,2.9943e-09,-3.438e-11,0,0,0,0,0.003691,0.49312,-0.0001688,0,0,1,0.004002,1,-0.022698,0
1,5.7968e-05,0,1.6226e-06,63.945,0.012511,0.025021,-8.9959e-08,5.7028e-11,8.6864e-11,2.9859e-09,-3.5058e-11,0,0,0,0,0.0037057,0.49434,-0.00017422,0,0,1,0.0040687,1,-0.022631,0
1,5.9285e-05,0,1.6226e-06,62.887,0.01251,0.02502,-8.7322e-08,5.7035e-11,8.7853e-11,2.9786e-09,-3.5722e-11,0,0,0,0,0.0037198,0.4954,-0.00017995,0,0,1,0.0041354,1,-0.022565,0
1,6.0604e-05,0,1.6226e-06,61.857,0.01251,0.025019,-8.475e-08,5.7042e-11,8.8839e-11,2.9714e-09,-3.6386e-11,0,0,0,0,0.0037338,0.49645,-0.00018572,0,0,1,0.0042021,1,-0.022498,0
1,6.1923e-05,0,1.6226e-06,60.826,0.012509,0.025019,-8.2178e-08,5.7049e-11,8.9825e-11,2.9642e-09,-3.7049e-11,0,0,0,0,0.0037478,0.49749,-0.00019148,0,0,1,0.0042688,1,-0.022431,0
1,6.3242e-05,0,1.6226e-06,59.796,0.012509,0.025018,-7.9606e-08,5.7056e-11,9.0811e-11,2.957e-09,-3.7712e-11,0,0,0,0,0.0037618,0.49854,-0.00019724,0,0,1,0.0043355,1,-0.022365,0
1,6.4561e-05,0,1.6226e-06,58.766,0.012509,0.025017,-7.7034e-08,5.7064e-11,9.1797e-11,2.9498e-09,-3.8376e-11,0,0,0,0,0.0037758,0.49958,-0.00020301,0,0,1,0.0044022,1,-0.022298,0
1,6.588e-05,0,1.6226e-06,57.735,0.012508,0.025016,-7.4462e-08,5.7071e-11,9.2783e-11,2.9427e-09,-3.9039e-11,0,0,0,0,0.0037899,0.50063,-0.00020877,0,0,1,0.0044689,1,-0.022231,0
1,6.7199e-05,0,1.6226e-06,56.705,0.012508,0.025016,-7.189e-08,5.7078e-11,9.3769e-11,2.9355e-09,-3.9702e-11,0,0,0,0,0.0038039,0.50168,-0.00021454,0,0,1,0.0045356,1,-0.022164,0
1,6.8523e-05,0,1.6226e-06,55.752,0.012507,0.025015,-6.9583e-08,5.7085e-11,9.4742e-11,2.9287e-09,-4.0361e-11,0,0,0,0,0.0038177,0.50268,-0.00022039,0,0,1,0.0046023,1,-0.022098,0
1,6.9859e-05,0,1.6226e-06,54.977,0.012507,0.025014,-6.7879e-08,5.7092e-11,9.5686e-11,2.9226e-09,-4.1007e-11,0,0,0,0,0.0038311,0.50358,-0.00022645,0,0,1,0.004669,1,-0.022031,0
1,7.1194e-05,0,1.6226e-06,54.201,0.012507,0.025013,-6.6174e-08,5.71e-11,9.663e-11,2.9166e-09,-4.1653e-11,0,0,0,0,0.0038445,0.50449,-0.00023251,0,0,1,0.0047357,1,-0.021964,0
1,7.253e-05,0,1.6226e-06,53.425,0.012506,0.025012,-6.447e-08,5.7107e-11,9.7574e-11,2.9106e-09,-4.23e-11,0,0,0,0,0.0038578,0.50539,-0.00023857,0,0,1,0.0048024,1,-0.021898,0
1,7.3866e-05,0,1.6226e-06,52.65,0.012506,0.025012,-6.2765e-08,5.7115e-11,9.8518e-11,2.9046e-09,-4.2946e-11,0,0,0,0,0.0038712,0.5063,-0.00024463,0,0,1,0.0048691,1,-0.021831,0
1,7.5202e-05,0,1.6226e-06,51.874,0.012505,0.025011,-6.1061e-08,5.7122e-11,9.9462e-11,2.8985e-09,-4.3593e-11,0,0,0,0,0.0038846,0.5072,-0.00025068,0,0,1,0.0049358,1,-0.021764,0
1,7.6538e-05,0,1.6226e-06,51.099,0.012505,0.02501,-5.9357e-08,5.713e-11,1.0041e-10,2.8925e-09,-4.4239e-11,0,0,0,0,0.003898,0.50811,-0.00025674,0,0,1,0.0050025,1,-0.021698,0
1,7.7874e-05,0,1.6226e-06,50.323,0.012505,0.025009,-5.7652e-08,5.7138e-11,1.0135e-10,2.8865e-09,-4.4885e-11,0,0,0,0,0.0039113,0.50901,-0.0002628,0,0,1,0.0050692,1,-0.021631,0
1,7.921e-05,0,1.6226e-06,49.55,0.012504,0.025008,-5.5956e-08,5.7145e-11,1.0229e-10,2.8805e-09,-4.5532e-11,0,0,0,0,0.0039247,0.50992,-0.00026886,0,0,1,0.0051359,1,-0.021564,0
1,8.055e-05,0,1.6226e-06,48.961,0.012504,0.025007,-5.5058e-08,5.7153e-11,1.032e-10,2.8754e-09,-4.6159e-11,0,0,0,0,0.0039374,0.51071,-0.00027516,0,0,1,0.0052026,1,-0.021497,0
1,8.189e-05,0,1.6226e-06,48.373,0.012503,0.025007,-5.416e-08,5.7161e-11,1.041e-10,2.8704e-09,-4.6787e-11,0,0,0,0,0.0039502,0.5115,-0.00028146,0,0,1,0.0052693,1,-0.021431,0
1,8.323e-05,0,1.6226e-06,47.784,0.012503,0.025006,-5.3262e-08,5.7169e-11,1.05e-10,2.8654e-09,-4.7415e-11,0,0,0,0,0.0039629,0.51229,-0.00028776,0,0,1,0.005336,1,-0.021364,0
1,8.4571e-05,0,1.6226e-06,47.196,0.012502,0.025005,-5.2365e-08,5.7177e-11,1.059e-10,2.8603e-09,-4.8043e-11,0,0,0,0,0.0039756,0.51308,-0.00029406,0,0,1,0.0054027,1,-0.021297,0
1,8.5911e-05,0,1.6226e-06,46.607,0.012502,0.025004,-5.1467e-08,5.7185e-11,1.068e-10,2.8553e-09,-4.8671e-11,0,0,0,0,0.0039884,0.51388,-0.00030036,0,0,1,0.0054694,1,-0.021231,0
1,8.7251e-05,0,1.6226e-06,46.019,0.012502,0.025003,-5.0569e-08,5.7193e-11,1.0771e-10,2.8502e-09,-4.9298e-11,0,0,0,0,0.0040011,0.51467,-0.00030666,0,0,1,0.0055361,1,-0.021164,0
1,8.8591e-05,0,1.6226e-06,45.43,0.012501,0.025002,-4.9671e-08,5.72e-11,1.0861e-10,2.8452e-09,-4.9926e-11,0,0,0,0,0.0040138,0.51546,-0.00031296,0,0,1,0.0056028,1,-0.021097,0
1,8.9932e-05,0,1.6226e-06,44.842,0.012501,0.025001,-4.8773e-08,5.7208e-11,1.0951e-10,2.8401e-09,-5.0554e-11,0,0,0,0,0.0040265,0.51625,-0.00031926,0,0,1,0.0056695,1,-0.021031,0
