"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.00023606,0,1.6226e-06,73.578,-0.1989,-0.3978,1.8337e-10,1.3021e-11,-1.9751e-13,-4.7328e-12,6.0749e-13,0,0,0,0,0.017363,-0.17342,-0.0023438,0,0,1,0.0050692,0.1,-0.021631,0
1,0.00023888,0,1.6226e-06,73.236,-0.1989,-0.39781,1.8267e-10,1.3038e-11,-1.9909e-13,-4.7222e-12,6.1696e-13,0,0,0,0,0.017495,-0.1725,-0.00239,0,0,1,0.0051359,0.1,-0.021564,0
1,0.00024143,0,1.6226e-06,73.007,-0.19891,-0.39782,1.8192e-10,1.3054e-11,-2.0059e-13,-4.7093e-12,6.2638e-13,0,0,0,0,0.017623,-0.17155,-0.0024385,0,0,1,0.0052026,0.1,-0.021497,0
1,0.00024399,0,1.6226e-06,72.779,-0.19892,-0.39784,1.8116e-10,1.307e-11,-2.0208e-13,-4.6964e-12,6.3581e-13,0,0,0,0,0.01775,-0.1706,-0.0024869,0,0,1,0.0052693,0.1,-0.021431,0
1,0.00024654,0,1.6226e-06,72.55,-0.19892,-0.39785,1.804e-10,1.3086e-11,-2.0358e-13,-4.6835e-12,6.4523e-13,0,0,0,0,0.017877,-0.16965,-0.0025354,0,0,1,0.005336,0.1,-0.021364,0
1,0.0002491,0,1.6226e-06,72.321,-0.19893,-0.39786,1.7964e-10,1.3103e-11,-2.0508e-13,-4.6705e-12,6.5466e-13,0,0,0,0,0.018005,-0.1687,-0.0025839,0,0,1,0.0054027,0.1,-0.021297,0
1,0.00025165,0,1.6226e-06,72.093,-0.19894,-0.39787,1.7889e-10,1.3119e-11,-2.0657e-13,-4.6576e-12,6.6409e-13,0,0,0,0,0.018132,-0.16774,-0.0026323,0,0,1,0.0054694,0.1,-0.021231,0
1,0.00025421,0,1.6226e-06,71.864,-0.19894,-0.39789,1.7813e-10,1.3135e-11,-2.0807e-13,-4.6447e-12,6.7351e-13,0,0,0,0,0.018259,-0.16679,-0.0026808,0,0,1,0.0055361,0.1,-0.021164,0
1,0.00025677,0,1.6226e-06,71.635,-0.19895,-0.3979,1.7737e-10,1.3151e-11,-2.0956e-13,-4.6318e-12,6.8294e-13,0,0,0,0,0.018386,-0.16584,-0.0027293,0,0,1,0.0056028,0.1,-0.021097,0
1,0.00025932,0,1.6226e-06,71.407,-0.19896,-0.39791,1.7661e-10,1.3167e-11,-2.1106e-13,-4.6189e-12,6.9236e-13,0,0,0,0,0.018514,-0.16489,-0.0027777,0,0,1,0.0056695,0.1,-0.021031,0
1,0.00026187,0,1.6226e-06,71.18,-0.19896,-0.39793,1.7585e-10,1.3183e-11,-2.1255e-13,-4.6059e-12,7.0179e-13,0,0,0,0,0.018641,-0.16394,-0.0028262,0,0,1,0.0057362,0.1,-0.020964,0
1,0.00026414,0,1.6226e-06,71.042,-0.19897,-0.39794,1.7493e-10,1.3197e-11,-2.1396e-13,-4.5907e-12,7.1108e-13,0,0,0,0,0.018763,-0.16294,-0.0028773,0,0,1,0.0058029,0.1,-0.020897,0
1,0.00026641,0,1.6226e-06,70.905,-0.19898,-0.39795,1.74e-10,1.3212e-11,-2.1537e-13,-4.5756e-12,7.2037e-13,0,0,0,0,0.018886,-0.16195,-0.0029284,0,0,1,0.0058696,0.1,-0.02083,0
1,0.00026869,0,1.6226e-06,70.767,-0.19898,-0.39797,1.7308e-10,1.3226e-11,-2.1678e-13,-4.5604e-12,7.2966e-13,0,0,0,0,0.019009,-0.16096,-0.0029795,0,0,1,0.0059363,0.1,-0.020764,0
1,0.00027096,0,1.6226e-06,70.629,-0.19899,-0.39798,1.7215e-10,1.3241e-11,-2.1819e-13,-4.5453e-12,7.3895e-13,0,0,0,0,0.019131,-0.15996,-0.0030305,0,0,1,0.006003,0.1,-0.020697,0
1,0.00027323,0,1.6226e-06,70.491,-0.199,-0.39799,1.7123e-10,1.3255e-11,-2.196e-13,-4.5301e-12,7.4824e-13,0,0,0,0,0.019254,-0.15897,-0.0030816,0,0,1,0.0060697,0.1,-0.02063,0
1,0.0002755,0,1.6226e-06,70.353,-0.199,-0.39801,1.703e-10,1.327e-11,-2.2101e-13,-4.515e-12,7.5754e-13,0,0,0,0,0.019377,-0.15798,-0.0031327,0,0,1,0.0061364,0.1,-0.020564,0
1,0.00027777,0,1.6226e-06,70.215,-0.19901,-0.39802,1.6938e-10,1.3284e-11,-2.2242e-13,-4.4998e-12,7.6683e-13,0,0,0,0,0.019499,-0.15698,-0.0031838,0,0,1,0.0062031,0.1,-0.020497,0
1,0.00028005,0,1.6226e-06,70.078,-0.19902,-0.39803,1.6845e-10,1.3299e-11,-2.2383e-13,-4.4846e-12,7.7612e-13,0,0,0,0,0.019622,-0.15599,-0.0032348,0,0,1,0.0062698,0.1,-0.02043,0
1,0.00028232,0,1.6226e-06,69.94,-0.19902,-0.39805,1.6753e-10,1.3313e-11,-2.2524e-13,-4.4695e-12,7.8541e-13,0,0,0,0,0.019745,-0.155,-0.0032859,0,0,1,0.0063365,0.1,-0.020364,0
1,0.00028449,0,1.6226e-06,69.827,-0.19903,-0.39806,1.6652e-10,1.3327e-11,-2.2662e-13,-4.4536e-12,7.9462e-13,0,0,0,0,0.019866,-0.15399,-0.003338,0,0,1,0.0064032,0.1,-0.020297,0
